customer_id,age,gender,household_size,annual_income,cleaning_frequency,willingness_to_adopt_robotics,preferred_features,customer_satisfaction
429,41,Male,2,28000,Twice a week,Medium,Auto Scheduling,3.1
430,25,Female,1,43007,Twice a week,High,Voice Control,3.5
431,70,Female,1,28000,Every few days,Medium,Allergen Filtration,3.0
432,45,Female,5,28000,Twice a week,Medium,App Connectivity,3.8
433,22,Female,1,93756,Every few days,Low,UV-C Sterilization,3.8
434,59,Female,1,28000,Weekly,High,Smart Home Integration,3.4
435,51,Female,1,123667,Every few days,High,Allergen Filtration,2.9
436,22,Male,1,59108,Twice a week,High,Auto Scheduling,4.5
437,29,Female,1,123240,Daily,Medium,UV-C Sterilization,4.2
438,48,Female,1,28000,Twice a week,High,App Connectivity,4.8
439,24,Female,2,84060,Daily,High,Allergen Filtration,5.0
440,29,Female,2,28000,Weekly,High,Self-charging,2.2
441,22,Male,1,28000,Weekly,Low,Automatic Software Update,4.2
442,28,Female,1,57483,Weekly,Medium,Pet Hair Removal,3.5
443,22,Female,1,89584,Every few days,Low,Self-charging,5.0
444,40,Female,2,32942,Twice a week,Medium,Mapping & Navigation,4.6
445,29,Male,1,90491,Twice a week,Medium,Self-charging,4.0
446,39,Female,2,28000,Daily,High,Self-charging,4.1
447,22,Female,5,104468,Every few days,Medium,Auto Scheduling,4.5
448,49,Female,1,30551,Daily,High,Pet Hair Removal,5.0
449,70,Female,1,28000,Weekly,High,Automatic Software Update,3.8
450,36,Female,1,74306,Weekly,Medium,UV-C Sterilization,3.1
451,22,Female,1,28000,Weekly,Low,Allergen Filtration,4.6
452,39,Female,2,28000,Every few days,High,Pet Hair Removal,3.8
453,30,Female,1,150000,Daily,Medium,UV-C Sterilization,5.0
454,22,Male,1,28000,Daily,High,Smart Home Integration,4.4
455,22,Female,1,28000,Twice a week,High,Mapping & Navigation,5.0
456,22,Female,2,28000,Twice a week,Low,Noise Levels,3.7
457,22,Female,1,28000,Every few days,Low,Voice Control,3.9
458,22,Female,1,28000,Weekly,Low,Smart Home Integration,3.5
459,38,Female,1,28000,Twice a week,Medium,Mapping & Navigation,3.5
460,22,Female,1,28000,Twice a week,Medium,Mapping & Navigation,4.2
461,32,Female,1,95278,Daily,Medium,Self-charging,5.0
462,22,Male,1,87362,Daily,Low,Voice Control,2.8
463,29,Female,1,28000,Every few days,Low,UV-C Sterilization,5.0
464,63,Female,1,147513,Every few days,Medium,Smart Home Integration,4.4
465,22,Female,1,71229,Every few days,Medium,Voice Control,3.5
466,39,Male,3,28000,Every few days,Medium,Noise Levels,5.0
467,22,Female,1,71963,Weekly,Low,Self-charging,4.3
468,39,Female,2,150000,Twice a week,Low,Voice Control,5.0
469,35,Male,3,28000,Twice a week,Low,Mapping & Navigation,4.9
470,23,Female,1,28000,Daily,Medium,Voice Control,2.4
471,22,Female,1,150000,Daily,Medium,Pet Hair Removal,4.0
472,55,Female,1,150000,Daily,High,Mapping & Navigation,3.6
473,24,Male,4,74309,Every few days,Low,Voice Control,3.2
474,60,Female,1,107106,Twice a week,High,Smart Home Integration,4.7
475,30,Male,1,28000,Daily,Medium,Allergen Filtration,5.0
476,22,Female,1,58623,Every few days,Medium,Smart Home Integration,5.0
477,62,Female,5,28000,Twice a week,Low,Mapping & Navigation,3.8
478,63,Male,1,28000,Every few days,Low,Allergen Filtration,4.1
479,46,Female,1,123400,Weekly,High,Automatic Software Update,3.7
480,64,Female,1,66724,Weekly,Medium,App Connectivity,3.3
481,22,Female,1,28000,Daily,High,UV-C Sterilization,3.0
482,22,Female,1,31796,Weekly,Low,Automatic Software Update,3.3
483,29,Male,1,28000,Every few days,High,App Connectivity,5.0
484,22,Male,2,95934,Twice a week,High,Smart Home Integration,5.0
485,22,Female,1,28000,Weekly,High,Self-charging,4.0
486,23,Female,1,28000,Twice a week,Medium,Allergen Filtration,2.6
487,22,Female,1,93019,Every few days,Medium,Voice Control,4.1
488,22,Female,1,139471,Twice a week,High,Pet Hair Removal,3.9
489,22,Female,2,44905,Weekly,High,Noise Levels,2.8
490,39,Male,1,28000,Twice a week,High,App Connectivity,5.0
491,22,Female,1,93756,Twice a week,Medium,Smart Home Integration,2.2
492,35,Male,1,56633,Twice a week,High,Voice Control,4.6
493,37,Female,1,129874,Every few days,Low,Automatic Software Update,4.3
494,22,Female,1,28000,Weekly,Low,Voice Control,3.8
495,70,Male,1,76979,Every few days,Low,Noise Levels,4.7
496,30,Female,5,28000,Weekly,High,Smart Home Integration,5.0
497,66,Female,3,68753,Weekly,Medium,App Connectivity,3.0
498,22,Female,2,28000,Weekly,Medium,UV-C Sterilization,3.3
499,22,Male,1,28000,Twice a week,Low,Pet Hair Removal,3.0
500,58,Female,2,28000,Weekly,High,Auto Scheduling,4.7
501,46,Male,4,35465,Twice a week,High,Automatic Software Update,4.4
502,47,Male,1,28000,Daily,High,Noise Levels,2.7
503,33,Female,1,28000,Every few days,Medium,Pet Hair Removal,3.5
504,28,Female,1,59389,Weekly,High,UV-C Sterilization,4.6
505,22,Male,1,28000,Daily,High,Self-charging,5.0
506,70,Male,1,28000,Daily,Medium,UV-C Sterilization,4.5
507,28,Female,1,86515,Daily,Low,Smart Home Integration,3.1
508,54,Female,1,150000,Twice a week,High,App Connectivity,3.7
509,37,Female,1,28000,Every few days,High,Voice Control,2.2
510,22,Female,3,28000,Weekly,Low,Auto Scheduling,3.5
511,70,Female,2,28000,Daily,High,Allergen Filtration,3.7
512,49,Male,1,28000,Daily,Low,Smart Home Integration,3.6
513,22,Female,2,100686,Twice a week,High,Voice Control,5.0
514,22,Female,1,28000,Twice a week,High,Self-charging,4.3
515,49,Male,1,28000,Every few days,Low,Voice Control,4.1
516,40,Female,1,28000,Every few days,High,Automatic Software Update,4.8
517,51,Male,1,28000,Weekly,High,Mapping & Navigation,4.0
518,22,Female,1,150000,Weekly,Medium,Noise Levels,2.7
519,70,Male,5,59081,Weekly,Low,Noise Levels,3.1
520,22,Female,2,129334,Daily,Low,Auto Scheduling,4.5
521,22,Female,2,150000,Twice a week,Medium,Mapping & Navigation,4.4
522,22,Female,1,114862,Weekly,Medium,Automatic Software Update,2.2
523,52,Female,2,28000,Every few days,High,Auto Scheduling,2.2
524,29,Male,1,28000,Every few days,High,App Connectivity,4.7
525,35,Male,3,57623,Weekly,Low,Self-charging,3.5
526,22,Female,1,58883,Every few days,High,Mapping & Navigation,3.3
527,45,Male,1,106666,Every few days,High,Auto Scheduling,2.7
528,34,Female,4,28000,Daily,Low,Mapping & Navigation,4.3
529,57,Female,1,150000,Daily,Medium,Allergen Filtration,4.9
530,33,Male,1,60873,Weekly,High,Self-charging,4.1
531,53,Female,1,150000,Daily,High,Mapping & Navigation,2.6
532,44,Male,1,109471,Weekly,Low,Smart Home Integration,4.6
533,22,Male,1,76188,Daily,High,Smart Home Integration,4.3
534,22,Male,1,91030,Weekly,High,Allergen Filtration,4.7
535,22,Female,2,96839,Every few days,Medium,Noise Levels,4.0
536,33,Female,1,92510,Daily,Medium,Smart Home Integration,4.3
537,40,Female,2,150000,Every few days,Medium,App Connectivity,3.3
538,30,Male,2,28000,Every few days,Low,Voice Control,2.8
539,61,Female,2,79672,Weekly,Medium,Auto Scheduling,3.5
540,58,Male,1,92873,Every few days,High,Auto Scheduling,3.7
541,22,Female,1,93266,Weekly,Low,Self-charging,3.0
542,43,Male,1,74344,Twice a week,Medium,Mapping & Navigation,3.0
543,22,Male,1,56973,Daily,Low,Smart Home Integration,2.8
544,40,Female,5,41880,Every few days,Low,Allergen Filtration,3.2
545,22,Female,1,94402,Twice a week,High,Auto Scheduling,2.5
546,22,Female,3,113515,Weekly,Low,Mapping & Navigation,4.6
547,49,Male,1,28000,Twice a week,High,Auto Scheduling,4.3
548,37,Female,1,48469,Weekly,High,App Connectivity,3.0
549,37,Female,2,150000,Daily,High,Automatic Software Update,5.0
550,22,Female,1,28000,Twice a week,Low,UV-C Sterilization,4.5
551,44,Male,3,58776,Twice a week,High,Smart Home Integration,5.0
552,22,Male,1,28000,Weekly,High,Automatic Software Update,4.8
553,39,Female,1,28000,Daily,High,Allergen Filtration,4.0
554,22,Female,1,30819,Twice a week,Medium,Voice Control,2.2
555,22,Female,1,78992,Weekly,Medium,UV-C Sterilization,2.7
556,56,Male,1,28000,Every few days,Low,Pet Hair Removal,4.8
557,41,Female,5,28000,Weekly,Low,App Connectivity,4.0
558,26,Male,2,150000,Daily,Medium,Mapping & Navigation,4.6
559,51,Male,1,66574,Daily,Medium,Smart Home Integration,3.3
560,54,Male,1,28000,Every few days,High,Voice Control,5.0
561,55,Female,1,80694,Daily,Medium,UV-C Sterilization,4.3
562,26,Male,1,82819,Weekly,High,Smart Home Integration,3.3
563,32,Male,1,28000,Daily,Low,UV-C Sterilization,4.9
564,22,Female,1,150000,Daily,Medium,UV-C Sterilization,5.0
565,44,Male,1,28000,Weekly,Medium,Allergen Filtration,4.5
566,31,Female,2,134431,Daily,Medium,Pet Hair Removal,4.3
567,38,Female,1,34477,Weekly,Low,Smart Home Integration,2.7
568,63,Male,1,35630,Daily,Medium,Mapping & Navigation,3.7
569,22,Female,1,67706,Daily,High,Mapping & Navigation,3.9
570,24,Male,1,40698,Weekly,Medium,Allergen Filtration,3.3
571,70,Male,1,28000,Weekly,High,Automatic Software Update,5.0
572,34,Male,1,28000,Daily,Low,Mapping & Navigation,5.0
573,30,Female,2,123472,Every few days,Low,Automatic Software Update,3.5
574,22,Male,2,91979,Weekly,Medium,Automatic Software Update,3.1
575,51,Female,1,96342,Every few days,Medium,Allergen Filtration,5.0
576,22,Male,2,108517,Every few days,Medium,Mapping & Navigation,4.7
577,22,Male,3,100771,Twice a week,Low,App Connectivity,5.0
578,38,Female,1,28000,Daily,Low,Voice Control,3.8
579,52,Female,1,28000,Twice a week,Medium,UV-C Sterilization,3.9
580,53,Female,3,87706,Daily,High,Auto Scheduling,2.2
581,22,Female,1,28000,Daily,High,Voice Control,3.7
582,32,Female,3,28000,Daily,High,Pet Hair Removal,3.3
583,22,Female,1,43598,Weekly,Medium,Self-charging,4.2
584,66,Male,1,28000,Weekly,High,App Connectivity,3.5
585,22,Female,2,60453,Daily,High,Smart Home Integration,4.1
586,64,Male,3,86705,Daily,Low,Automatic Software Update,5.0
587,39,Female,1,52511,Twice a week,Medium,Auto Scheduling,3.8
588,32,Male,1,96616,Weekly,Low,Voice Control,5.0
589,22,Male,2,38505,Daily,High,Mapping & Navigation,3.1
590,48,Female,1,28000,Daily,Medium,Allergen Filtration,4.0
591,22,Female,1,28000,Every few days,Medium,Voice Control,3.7
592,22,Female,5,39789,Daily,Medium,App Connectivity,4.5
593,22,Male,1,121124,Weekly,Medium,Voice Control,3.0
594,24,Female,5,113666,Every few days,Medium,App Connectivity,3.7
595,47,Female,1,51069,Weekly,Low,App Connectivity,5.0
596,29,Female,1,59737,Twice a week,Low,Voice Control,5.0
597,22,Female,1,28000,Twice a week,Low,Voice Control,3.5
598,32,Male,1,28000,Twice a week,High,Self-charging,3.6
599,50,Female,1,78640,Daily,Medium,UV-C Sterilization,4.1
600,70,Female,4,89343,Daily,High,Smart Home Integration,2.6
601,44,Female,5,123022,Weekly,Low,Smart Home Integration,3.3
602,52,Female,1,36788,Every few days,Medium,App Connectivity,4.8
603,33,Male,3,73587,Daily,High,Auto Scheduling,5.0
604,36,Female,4,62719,Weekly,Medium,UV-C Sterilization,4.5
605,22,Male,3,150000,Twice a week,High,Allergen Filtration,5.0
606,70,Female,3,68337,Daily,High,Noise Levels,3.5
607,41,Female,1,35701,Twice a week,Medium,Allergen Filtration,3.6
608,22,Male,1,62021,Daily,Low,Automatic Software Update,4.4
609,22,Female,1,117543,Every few days,Low,Noise Levels,2.9
610,50,Female,1,28000,Every few days,Medium,Voice Control,3.1
611,22,Male,1,32912,Daily,Medium,Self-charging,4.0
612,22,Female,2,28000,Weekly,Medium,App Connectivity,3.8
613,54,Female,1,28000,Every few days,Medium,Allergen Filtration,4.6
614,25,Female,2,28000,Weekly,High,Noise Levels,3.1
615,22,Male,1,28000,Twice a week,High,Smart Home Integration,3.8
616,46,Male,1,121697,Weekly,Medium,Allergen Filtration,3.3
617,66,Male,1,30270,Weekly,High,UV-C Sterilization,4.0
618,29,Male,4,116214,Weekly,High,Mapping & Navigation,5.0
619,40,Female,5,28000,Weekly,Low,Smart Home Integration,4.5
620,22,Male,1,59126,Weekly,High,Noise Levels,5.0
621,22,Female,4,28000,Every few days,Low,Voice Control,2.2
622,22,Female,1,114061,Daily,Low,App Connectivity,3.5
623,31,Female,1,28000,Weekly,Low,Self-charging,4.0
624,26,Female,1,42865,Daily,Low,Mapping & Navigation,4.0
625,70,Female,5,28000,Daily,High,Voice Control,2.4
626,25,Female,1,51998,Twice a week,High,Noise Levels,5.0
627,22,Male,1,70146,Every few days,Medium,Allergen Filtration,4.0
628,41,Male,1,28000,Weekly,Medium,App Connectivity,3.9
629,70,Female,1,101003,Daily,High,Auto Scheduling,3.2
630,22,Female,1,28000,Twice a week,Medium,Pet Hair Removal,4.7
631,49,Female,1,28000,Twice a week,Medium,Self-charging,5.0
632,23,Male,4,150000,Daily,Medium,Voice Control,3.8
633,66,Female,1,28000,Daily,High,Smart Home Integration,4.0
634,42,Female,1,28000,Every few days,Low,Auto Scheduling,5.0
635,40,Male,1,79546,Weekly,High,UV-C Sterilization,3.1
636,22,Female,1,28000,Weekly,Medium,UV-C Sterilization,4.0
637,22,Female,3,28000,Every few days,Low,App Connectivity,4.5
638,43,Female,5,28000,Weekly,High,Voice Control,3.6
639,35,Male,3,56093,Every few days,High,Allergen Filtration,4.7
640,29,Female,3,57422,Weekly,Medium,Auto Scheduling,3.0
641,37,Male,1,28000,Every few days,Low,Allergen Filtration,2.2
642,30,Female,1,28000,Twice a week,Medium,Mapping & Navigation,4.8
643,51,Male,1,107244,Daily,Low,Automatic Software Update,2.9
644,22,Female,1,28000,Daily,Medium,Voice Control,3.0
645,22,Female,1,28000,Daily,High,Auto Scheduling,2.3
646,23,Female,1,61604,Weekly,Low,App Connectivity,2.7
647,22,Female,3,56055,Daily,Medium,App Connectivity,4.7
648,22,Male,1,90182,Weekly,Medium,Auto Scheduling,4.1
649,32,Female,1,143834,Daily,High,Noise Levels,5.0
650,70,Female,1,28000,Weekly,High,Pet Hair Removal,3.9
651,53,Male,1,28000,Every few days,Low,App Connectivity,4.3
652,64,Female,3,101862,Daily,Medium,App Connectivity,3.4
653,22,Female,1,28000,Weekly,Medium,Auto Scheduling,4.1
654,70,Male,3,28000,Daily,Low,UV-C Sterilization,5.0
655,35,Female,1,28000,Every few days,High,Pet Hair Removal,2.9
656,33,Female,4,33417,Daily,Low,Mapping & Navigation,2.9
657,49,Male,1,60032,Weekly,High,Voice Control,4.1
658,22,Female,1,28000,Weekly,High,Allergen Filtration,4.8
659,56,Male,1,28000,Twice a week,High,Allergen Filtration,3.2
660,37,Female,1,109572,Daily,High,Allergen Filtration,5.0
661,22,Female,1,28000,Weekly,High,Self-charging,3.3
662,22,Male,1,28000,Daily,Medium,Allergen Filtration,4.7
663,34,Female,1,56536,Weekly,Medium,Automatic Software Update,4.8
664,46,Male,5,137382,Weekly,Low,Auto Scheduling,4.8
665,22,Female,1,53503,Daily,Medium,Noise Levels,3.7
666,48,Female,1,76105,Daily,Low,Allergen Filtration,4.5
667,69,Male,3,69699,Twice a week,Low,UV-C Sterilization,2.4
668,63,Female,2,28000,Daily,Medium,Allergen Filtration,3.8
669,55,Female,1,28000,Twice a week,High,Pet Hair Removal,2.5
670,22,Female,1,67989,Daily,High,Voice Control,4.1
671,22,Female,2,98966,Every few days,Medium,Mapping & Navigation,3.1
672,24,Female,1,84896,Twice a week,High,App Connectivity,4.6
673,22,Male,3,36449,Weekly,Medium,Self-charging,3.8
674,70,Female,3,120589,Daily,High,Mapping & Navigation,4.4
675,38,Female,1,112340,Weekly,Low,Self-charging,3.8
676,22,Male,1,28000,Daily,Low,UV-C Sterilization,3.5
677,23,Female,2,62796,Weekly,Low,Self-charging,4.4
678,54,Male,3,114216,Twice a week,High,Auto Scheduling,4.1
679,42,Male,1,141536,Weekly,Medium,Voice Control,4.8
680,41,Female,3,150000,Weekly,Low,App Connectivity,3.8
681,70,Male,2,28000,Weekly,Medium,Automatic Software Update,3.7
682,40,Male,1,68214,Weekly,Low,Mapping & Navigation,2.2
683,22,Female,1,28000,Twice a week,High,Auto Scheduling,4.7
684,23,Female,1,108522,Daily,High,Allergen Filtration,4.4
685,69,Male,1,28000,Twice a week,Medium,Voice Control,5.0
686,61,Female,1,47307,Weekly,Low,Pet Hair Removal,4.4
687,54,Male,1,28000,Weekly,Medium,Mapping & Navigation,5.0
688,57,Female,1,112973,Weekly,High,UV-C Sterilization,5.0
689,26,Male,1,28000,Every few days,High,Allergen Filtration,2.9
690,51,Male,1,28000,Weekly,High,Noise Levels,5.0
691,44,Male,2,48193,Twice a week,High,Allergen Filtration,3.3
692,22,Male,2,114525,Weekly,Low,Mapping & Navigation,4.6
693,22,Female,2,108850,Twice a week,Low,Allergen Filtration,3.3
694,52,Male,4,56466,Twice a week,Low,Mapping & Navigation,5.0
695,38,Male,1,94395,Weekly,Medium,UV-C Sterilization,2.8
696,50,Female,1,28000,Weekly,High,Allergen Filtration,4.9
697,41,Male,1,78870,Every few days,Medium,Mapping & Navigation,3.7
698,25,Female,2,28000,Every few days,High,App Connectivity,4.2
699,54,Female,5,99524,Daily,High,Mapping & Navigation,3.5
700,39,Female,1,98749,Every few days,Low,App Connectivity,2.7
701,28,Female,1,105555,Daily,Medium,Automatic Software Update,3.9
702,22,Female,2,68763,Weekly,High,Self-charging,4.3
703,36,Female,2,150000,Every few days,High,Allergen Filtration,2.3
704,22,Female,1,37907,Weekly,High,Smart Home Integration,5.0
705,42,Male,1,28000,Every few days,Medium,Automatic Software Update,3.4
706,70,Male,2,28000,Every few days,High,Auto Scheduling,3.5
707,22,Male,1,150000,Every few days,Medium,Self-charging,5.0
708,56,Female,1,28000,Weekly,Medium,Allergen Filtration,4.6
709,22,Male,1,28000,Twice a week,High,Noise Levels,3.6
710,55,Female,1,28000,Daily,Low,Allergen Filtration,3.9
711,31,Male,5,28000,Every few days,Medium,Voice Control,4.1
712,22,Female,3,150000,Daily,High,Voice Control,2.8
713,36,Female,1,28000,Every few days,High,Voice Control,3.3
714,70,Male,2,28000,Every few days,Low,Noise Levels,2.8
715,25,Female,3,28000,Every few days,High,Smart Home Integration,4.1
716,22,Female,1,150000,Daily,Medium,Automatic Software Update,3.5
717,61,Female,1,35078,Twice a week,Low,UV-C Sterilization,4.0
718,48,Female,4,91738,Weekly,Low,Automatic Software Update,4.5
719,24,Female,1,28000,Weekly,High,App Connectivity,3.0
720,22,Female,2,106707,Weekly,High,Pet Hair Removal,5.0
721,61,Male,1,31062,Daily,High,Voice Control,3.3
722,25,Male,2,28000,Daily,Medium,Pet Hair Removal,5.0
723,39,Male,1,28000,Daily,High,Mapping & Navigation,3.6
724,36,Female,1,28000,Every few days,High,Allergen Filtration,3.4
725,35,Female,1,30601,Twice a week,Low,Voice Control,3.4
726,54,Male,5,28000,Every few days,Low,Automatic Software Update,2.9
727,54,Female,1,77086,Every few days,High,Self-charging,4.3
728,22,Female,1,150000,Weekly,Low,App Connectivity,4.6
729,47,Female,1,150000,Twice a week,Low,Pet Hair Removal,5.0
730,23,Male,5,150000,Weekly,High,Mapping & Navigation,5.0
731,22,Male,1,150000,Twice a week,Low,Voice Control,3.6
732,56,Female,2,35799,Twice a week,Low,Pet Hair Removal,4.0
733,29,Female,1,28000,Weekly,High,App Connectivity,4.2
734,39,Female,1,44542,Every few days,Low,Mapping & Navigation,5.0
735,24,Female,1,28000,Daily,Medium,Pet Hair Removal,3.5
736,58,Female,1,28000,Daily,Low,UV-C Sterilization,3.5
737,33,Female,1,150000,Daily,Low,Pet Hair Removal,4.7
738,41,Female,1,110083,Daily,High,Noise Levels,4.7
739,70,Male,1,28000,Twice a week,Medium,Smart Home Integration,5.0
740,22,Male,4,110337,Every few days,High,Voice Control,2.2
741,48,Female,2,28000,Daily,High,Mapping & Navigation,3.6
742,28,Female,1,70067,Daily,Medium,Smart Home Integration,4.7
743,22,Female,1,28000,Twice a week,High,Voice Control,3.7
744,45,Male,1,28000,Every few days,High,Self-charging,5.0
745,48,Male,5,30986,Weekly,Low,UV-C Sterilization,2.3
746,22,Male,1,100139,Twice a week,High,Voice Control,4.0
747,22,Female,1,28000,Weekly,High,Automatic Software Update,4.1
748,27,Female,3,28000,Every few days,Low,Auto Scheduling,3.7
749,22,Female,5,69858,Daily,Medium,Pet Hair Removal,3.3
750,32,Male,1,104902,Weekly,Medium,Noise Levels,3.5
751,46,Female,4,28000,Daily,Low,UV-C Sterilization,3.0
752,22,Female,2,28000,Daily,Low,Noise Levels,3.9
753,22,Female,1,85472,Weekly,High,Noise Levels,4.9
754,23,Male,1,93859,Daily,High,App Connectivity,5.0
755,58,Male,1,43305,Twice a week,Low,Smart Home Integration,3.9
756,29,Female,1,51142,Every few days,Low,Automatic Software Update,3.6
757,69,Male,1,66508,Daily,High,App Connectivity,2.2
758,42,Female,3,28000,Weekly,High,Mapping & Navigation,2.8
759,41,Female,2,109837,Weekly,Low,Pet Hair Removal,4.9
760,51,Male,5,150000,Twice a week,Medium,UV-C Sterilization,3.6
761,22,Female,3,102489,Twice a week,High,Noise Levels,3.0
762,58,Male,1,139601,Daily,High,Self-charging,4.4
763,42,Male,3,150000,Every few days,High,Smart Home Integration,2.2
764,57,Male,3,150000,Every few days,Medium,Smart Home Integration,3.8
765,22,Female,1,131360,Every few days,High,Smart Home Integration,3.9
766,23,Female,1,28000,Weekly,High,Mapping & Navigation,5.0
767,57,Male,3,28000,Weekly,Medium,Auto Scheduling,2.8
768,37,Male,3,29006,Every few days,High,Allergen Filtration,3.0
769,56,Female,5,28000,Weekly,High,Voice Control,5.0
770,22,Female,1,48728,Every few days,Low,Noise Levels,3.8
771,28,Male,5,28000,Twice a week,Low,Self-charging,2.9
772,42,Female,5,28000,Every few days,High,Automatic Software Update,4.2
773,61,Male,2,28000,Weekly,High,Pet Hair Removal,3.9
774,22,Female,1,77133,Daily,Low,UV-C Sterilization,4.0
775,30,Male,5,150000,Twice a week,Low,Self-charging,5.0
776,43,Female,1,93390,Twice a week,High,Self-charging,4.2
777,23,Male,1,116026,Twice a week,High,Voice Control,2.2
778,22,Male,3,93075,Weekly,Low,Mapping & Navigation,2.8
779,53,Male,4,28000,Every few days,High,App Connectivity,3.3
780,23,Female,2,52467,Weekly,High,Mapping & Navigation,4.1
781,22,Female,1,28000,Weekly,Medium,Self-charging,2.8
782,47,Female,1,150000,Weekly,Medium,Auto Scheduling,3.6
783,22,Male,1,28000,Weekly,Low,Automatic Software Update,3.8
784,48,Female,1,36225,Twice a week,Medium,Auto Scheduling,3.1
785,22,Female,2,28000,Every few days,High,Noise Levels,3.1
786,34,Male,3,109022,Weekly,Medium,Voice Control,3.5
787,30,Female,1,48539,Every few days,Low,UV-C Sterilization,5.0
788,28,Female,2,64624,Twice a week,High,UV-C Sterilization,2.9
789,42,Male,1,28000,Every few days,Low,Auto Scheduling,4.6
790,22,Female,1,123995,Weekly,Medium,Smart Home Integration,4.2
791,22,Female,5,28000,Weekly,Low,Smart Home Integration,2.2
792,55,Female,2,72496,Weekly,Low,Smart Home Integration,3.0
793,28,Male,2,74176,Every few days,Low,Allergen Filtration,2.7
794,32,Female,1,135685,Daily,Medium,Smart Home Integration,5.0
795,31,Male,1,150000,Every few days,Low,Self-charging,3.5
796,22,Male,1,68281,Daily,Low,Noise Levels,2.4
797,22,Male,4,68470,Every few days,Medium,Self-charging,4.9
798,70,Male,3,51972,Daily,Medium,Automatic Software Update,4.5
799,70,Female,1,28000,Weekly,Low,App Connectivity,4.8
800,22,Male,1,149167,Every few days,High,Mapping & Navigation,3.5
801,41,Male,5,137384,Twice a week,Medium,Automatic Software Update,4.1
802,22,Female,1,28000,Daily,High,Smart Home Integration,3.5
803,22,Female,3,28000,Weekly,Medium,Allergen Filtration,3.9
804,41,Female,2,105154,Daily,Medium,Allergen Filtration,3.0
805,22,Female,2,150000,Twice a week,Medium,Smart Home Integration,5.0
806,22,Female,1,120041,Twice a week,Medium,Automatic Software Update,3.7
807,22,Female,1,28000,Weekly,High,App Connectivity,2.9
808,42,Female,1,28000,Every few days,High,Pet Hair Removal,3.8
809,70,Male,1,28000,Every few days,High,Voice Control,3.6
810,22,Male,3,80489,Every few days,Low,Voice Control,2.8
811,28,Female,3,150000,Every few days,Low,Mapping & Navigation,3.5
812,22,Male,5,46512,Twice a week,Low,App Connectivity,3.3
813,56,Female,3,28000,Daily,Low,UV-C Sterilization,3.6
814,70,Female,1,30094,Weekly,Medium,Automatic Software Update,4.3
815,42,Female,5,28000,Daily,High,UV-C Sterilization,3.7
816,29,Female,4,48847,Weekly,Medium,Automatic Software Update,3.9
817,70,Female,2,55344,Daily,Medium,Voice Control,2.7
818,70,Female,1,28000,Weekly,High,Smart Home Integration,3.2
819,22,Male,2,142155,Daily,High,Automatic Software Update,3.3
820,22,Female,5,28000,Every few days,Medium,Mapping & Navigation,5.0
821,28,Female,1,127390,Weekly,Low,Pet Hair Removal,4.4
822,22,Female,1,66534,Weekly,High,Noise Levels,4.7
823,23,Female,1,28000,Weekly,Low,Automatic Software Update,3.9
824,29,Male,1,43440,Every few days,High,Automatic Software Update,5.0
825,39,Female,1,42059,Twice a week,Low,Mapping & Navigation,2.5
826,51,Male,1,79080,Daily,Low,Auto Scheduling,2.9
827,23,Female,1,28000,Daily,High,Auto Scheduling,2.8
828,48,Female,2,29936,Weekly,Medium,Automatic Software Update,5.0
829,22,Male,1,121198,Daily,Medium,Smart Home Integration,2.2
830,64,Male,1,105146,Daily,Medium,Allergen Filtration,5.0
831,54,Male,1,28000,Daily,Low,App Connectivity,3.1
832,31,Female,4,28000,Weekly,High,Voice Control,2.9
833,30,Female,5,121217,Twice a week,Medium,Allergen Filtration,4.7
834,51,Female,1,28000,Twice a week,High,Automatic Software Update,4.5
835,61,Female,1,108861,Twice a week,Low,App Connectivity,4.7
836,22,Male,1,28000,Weekly,Low,Automatic Software Update,5.0
837,22,Male,1,98389,Twice a week,High,Mapping & Navigation,5.0
838,48,Female,2,28000,Every few days,Medium,Noise Levels,5.0
839,63,Male,1,86815,Weekly,High,Automatic Software Update,4.4
840,41,Female,5,90370,Weekly,Low,UV-C Sterilization,4.2
841,48,Female,1,150000,Daily,Medium,Pet Hair Removal,3.9
842,32,Female,2,29702,Weekly,Medium,UV-C Sterilization,4.8
843,22,Female,1,130727,Twice a week,High,Allergen Filtration,3.1
844,32,Female,1,28000,Every few days,High,Mapping & Navigation,4.4
845,42,Male,1,86911,Twice a week,Low,Smart Home Integration,4.7
846,49,Female,1,118252,Weekly,High,UV-C Sterilization,4.2
847,38,Female,2,28000,Daily,High,Noise Levels,5.0
848,62,Female,4,29368,Daily,Low,Mapping & Navigation,3.8
849,59,Female,3,31177,Every few days,Medium,Self-charging,2.2
850,25,Female,1,28000,Daily,Medium,Auto Scheduling,5.0
851,47,Female,1,28000,Weekly,High,UV-C Sterilization,5.0
852,22,Female,1,28000,Twice a week,Low,Automatic Software Update,5.0
853,57,Female,1,28000,Weekly,Medium,Auto Scheduling,4.5
854,40,Female,5,131970,Weekly,High,Voice Control,3.4
855,70,Female,5,59096,Every few days,Medium,App Connectivity,3.5
856,26,Female,3,28000,Weekly,High,UV-C Sterilization,2.7
857,58,Female,2,150000,Weekly,Medium,Self-charging,3.3
858,22,Female,2,134092,Weekly,Medium,Auto Scheduling,2.7
859,22,Female,1,119280,Daily,Medium,Automatic Software Update,3.8
860,52,Female,2,126442,Daily,Medium,Voice Control,4.6
