household_id,surface_type,room_size,dirtiness_level,cleaning_time,cleaning_efficiency,date_time
1141,Wood,22,4,21,0.73,2023-07-23 04:18:39
1142,Tile,40,5,20,1.37,2023-07-23 22:03:53
1143,Tile,26,2,18,0.86,2023-07-20 14:21:01
1144,Carpet,33,2,17,1.53,2023-07-23 06:40:07
1145,Wood,22,3,28,1.06,2023-07-23 17:23:49
1146,Concrete,34,2,19,1.56,2023-07-20 22:45:56
1147,Wood,23,3,27,1.0,2023-07-21 20:32:51
1148,Carpet,33,2,16,1.38,2023-07-20 10:16:24
1149,Carpet,28,3,19,1.22,2023-07-21 09:57:04
1150,Carpet,23,2,19,0.85,2023-07-21 18:54:04
1151,Wood,38,4,23,1.36,2023-07-21 14:49:16
1152,Carpet,40,3,16,1.59,2023-07-23 02:42:48
1153,Tile,39,2,15,1.58,2023-07-24 02:57:51
1154,Tile,22,2,29,0.89,2023-07-21 13:33:23
1155,Wood,22,2,29,0.72,2023-07-20 17:42:30
1156,Concrete,22,2,18,1.53,2023-07-24 11:15:00
1157,Tile,34,4,19,1.45,2023-07-22 21:25:43
1158,Wood,22,1,21,1.35,2023-07-22 02:06:03
1159,Concrete,21,4,21,0.73,2023-07-22 17:23:50
1160,Tile,38,1,15,1.3,2023-07-21 20:22:48
1161,Tile,26,4,27,1.02,2023-07-24 02:34:50
1162,Carpet,30,2,26,1.53,2023-07-23 16:31:49
1163,Concrete,22,5,31,1.16,2023-07-23 12:09:59
1164,Tile,30,5,24,1.01,2023-07-24 03:15:24
1165,Concrete,21,5,31,0.72,2023-07-22 22:39:22
1166,Carpet,21,4,30,0.99,2023-07-23 06:07:38
1167,Tile,38,2,17,1.47,2023-07-20 10:49:12
1168,Tile,27,2,22,1.26,2023-07-21 02:40:40
1169,Wood,21,4,30,0.67,2023-07-20 10:40:46
1170,Wood,20,5,30,0.67,2023-07-22 04:56:10
1171,Carpet,21,2,24,1.12,2023-07-23 12:22:25
1172,Wood,36,2,19,1.55,2023-07-23 09:36:34
1173,Wood,20,2,28,0.77,2023-07-21 00:03:30
1174,Carpet,31,4,19,1.1,2023-07-22 22:01:19
1175,Tile,23,2,17,1.15,2023-07-22 13:57:50
1176,Carpet,29,4,21,0.79,2023-07-20 11:22:16
1177,Tile,23,5,32,0.74,2023-07-23 06:02:15
1178,Concrete,25,5,27,1.0,2023-07-22 07:44:20
1179,Tile,39,4,16,1.48,2023-07-24 08:03:34
1180,Tile,21,2,21,1.11,2023-07-24 02:41:59
1181,Tile,22,5,32,0.7,2023-07-21 12:05:09
1182,Tile,26,5,29,0.72,2023-07-22 23:57:43
1183,Carpet,28,3,25,1.38,2023-07-21 13:56:29
1184,Tile,21,3,26,0.74,2023-07-21 20:47:04
1185,Tile,31,4,21,0.95,2023-07-21 20:03:34
1186,Tile,20,4,31,0.7,2023-07-22 08:01:39
1187,Tile,33,3,20,1.03,2023-07-20 10:37:29
1188,Wood,26,3,21,0.86,2023-07-21 03:32:28
1189,Tile,21,5,32,0.72,2023-07-20 18:55:09
1190,Concrete,21,5,31,0.67,2023-07-20 15:37:44
1191,Carpet,27,3,22,1.12,2023-07-22 07:49:22
1192,Tile,32,4,28,1.21,2023-07-23 16:41:45
1193,Wood,38,5,26,0.97,2023-07-24 03:00:24
1194,Carpet,23,3,30,0.91,2023-07-20 15:51:17
1195,Carpet,29,1,16,1.53,2023-07-23 17:56:35
1196,Wood,21,4,28,0.76,2023-07-22 18:35:54
1197,Tile,25,2,21,0.98,2023-07-21 15:00:59
1198,Carpet,40,2,15,1.58,2023-07-21 06:59:34
1199,Carpet,23,5,31,0.8,2023-07-23 11:08:03
1200,Tile,32,2,20,0.98,2023-07-21 03:02:10
1201,Tile,21,2,29,1.36,2023-07-23 15:15:09
1202,Concrete,20,2,31,1.32,2023-07-22 21:32:06
1203,Concrete,28,5,31,0.99,2023-07-21 13:27:22
1204,Carpet,20,1,18,0.98,2023-07-20 20:54:35
1205,Tile,39,1,15,1.58,2023-07-20 12:39:38
1206,Wood,40,2,15,1.58,2023-07-24 07:28:45
1207,Carpet,28,3,23,1.17,2023-07-20 23:16:40
1208,Tile,37,5,30,1.02,2023-07-24 00:10:03
1209,Wood,25,4,29,0.75,2023-07-22 12:01:17
1210,Wood,40,5,25,1.12,2023-07-22 06:20:22
1211,Wood,27,2,17,1.09,2023-07-20 16:06:52
1212,Carpet,20,5,32,0.71,2023-07-21 23:39:36
1213,Wood,21,4,31,0.72,2023-07-21 03:33:15
1214,Concrete,40,5,21,1.48,2023-07-21 06:16:37
1215,Wood,31,3,19,1.01,2023-07-21 12:22:37
1216,Carpet,23,4,24,1.09,2023-07-23 20:33:17
1217,Concrete,29,3,21,1.43,2023-07-21 01:06:33
1218,Tile,25,2,17,1.27,2023-07-22 08:01:32
1219,Wood,32,5,23,0.82,2023-07-21 11:53:42
1220,Tile,38,1,15,1.59,2023-07-21 00:30:20
1221,Tile,26,4,26,0.95,2023-07-20 10:16:49
1222,Tile,24,5,31,0.94,2023-07-23 06:50:12
1223,Carpet,22,2,21,1.43,2023-07-24 11:15:00
1224,Tile,23,4,28,0.8,2023-07-20 18:13:38
1225,Tile,31,1,16,1.48,2023-07-23 01:14:22
1226,Tile,21,4,28,1.0,2023-07-23 01:08:45
1227,Tile,38,1,15,1.51,2023-07-21 06:21:20
1228,Concrete,24,5,31,0.78,2023-07-20 14:38:56
1229,Tile,27,5,25,0.8,2023-07-21 22:49:35
1230,Wood,20,1,28,0.79,2023-07-21 00:05:58
1231,Carpet,31,3,23,1.14,2023-07-20 09:40:39
1232,Carpet,40,4,19,1.51,2023-07-21 22:52:33
1233,Tile,26,5,30,0.78,2023-07-21 05:04:27
1234,Carpet,21,1,26,1.36,2023-07-20 15:11:43
1235,Concrete,26,3,23,0.96,2023-07-20 10:26:40
1236,Tile,20,5,32,0.67,2023-07-23 22:55:56
1237,Wood,31,2,20,1.41,2023-07-20 18:43:01
1238,Tile,40,1,15,1.6,2023-07-24 11:15:00
1239,Tile,23,1,16,1.57,2023-07-20 19:09:35
1240,Wood,40,3,19,1.41,2023-07-22 06:45:56
1241,Tile,22,4,31,0.79,2023-07-21 06:18:00
1242,Wood,21,5,32,0.77,2023-07-22 15:41:49
1243,Tile,37,2,18,1.02,2023-07-20 09:43:34
1244,Carpet,21,4,30,0.71,2023-07-20 11:08:01
1245,Carpet,34,2,17,1.05,2023-07-20 10:36:38
1246,Wood,20,4,32,0.67,2023-07-22 07:02:20
1247,Tile,20,4,31,0.81,2023-07-24 08:52:31
1248,Wood,20,2,32,0.7,2023-07-20 14:15:43
1249,Tile,23,4,29,0.95,2023-07-20 23:13:10
1250,Tile,20,3,31,0.77,2023-07-21 02:58:13
1251,Tile,26,4,26,0.74,2023-07-21 06:52:09
1252,Carpet,20,4,29,0.73,2023-07-22 15:10:02
1253,Tile,40,2,15,1.6,2023-07-22 22:08:19
1254,Carpet,21,3,25,0.97,2023-07-22 07:37:12
1255,Carpet,22,3,24,0.98,2023-07-22 03:40:12
1256,Carpet,30,1,15,1.54,2023-07-21 06:28:15
1257,Tile,32,5,27,1.16,2023-07-24 07:28:08
1258,Carpet,40,3,15,1.6,2023-07-24 11:15:00
1259,Tile,20,5,32,0.67,2023-07-20 16:14:27
1260,Wood,34,2,20,1.45,2023-07-21 21:14:00
1261,Wood,20,4,32,0.71,2023-07-22 02:37:33
1262,Tile,21,3,25,0.9,2023-07-22 07:59:35
1263,Wood,22,4,25,0.88,2023-07-24 03:41:44
1264,Carpet,20,3,28,0.71,2023-07-20 16:07:17
1265,Tile,27,4,24,0.84,2023-07-21 06:59:28
1266,Wood,27,2,21,1.21,2023-07-22 12:16:21
1267,Tile,20,4,32,0.69,2023-07-21 02:18:46
1268,Tile,20,3,31,0.67,2023-07-20 21:52:31
1269,Tile,30,4,25,0.93,2023-07-20 13:02:42
1270,Carpet,37,3,20,1.55,2023-07-23 19:45:31
1271,Concrete,27,4,25,1.56,2023-07-24 11:15:00
1272,Tile,32,1,23,1.55,2023-07-23 23:07:43
1273,Wood,23,3,28,0.77,2023-07-20 14:46:00
1274,Concrete,22,5,30,0.9,2023-07-24 06:14:47
1275,Wood,21,4,32,0.73,2023-07-20 13:12:42
1276,Wood,30,2,21,1.49,2023-07-22 13:12:45
1277,Tile,40,4,24,1.43,2023-07-21 21:33:53
1278,Wood,40,4,21,1.0,2023-07-20 15:51:24
1279,Wood,40,3,19,1.1,2023-07-20 17:26:42
1280,Carpet,27,2,22,1.11,2023-07-20 11:31:26
1281,Tile,30,4,26,1.3,2023-07-24 06:56:26
1282,Wood,27,2,19,1.15,2023-07-21 02:46:24
1283,Tile,37,3,17,1.29,2023-07-21 22:37:42
1284,Carpet,28,5,30,1.16,2023-07-22 21:10:27
1285,Tile,26,2,19,1.37,2023-07-23 22:19:05
1286,Tile,33,2,17,1.41,2023-07-23 13:15:33
1287,Tile,33,4,21,0.82,2023-07-21 05:43:07
1288,Carpet,33,4,26,1.17,2023-07-21 10:39:54
1289,Wood,26,1,15,1.26,2023-07-23 21:52:46
1290,Concrete,39,5,21,1.55,2023-07-23 01:18:16
1291,Tile,22,3,20,1.18,2023-07-23 22:57:57
1292,Tile,25,4,31,0.76,2023-07-20 10:36:36
1293,Carpet,25,2,19,0.94,2023-07-21 13:21:55
1294,Wood,21,2,27,0.84,2023-07-23 23:00:54
1295,Carpet,24,3,21,1.17,2023-07-22 09:39:17
1296,Carpet,21,4,30,1.11,2023-07-24 00:11:58
1297,Carpet,27,3,23,1.26,2023-07-22 16:26:12
1298,Tile,31,5,28,0.83,2023-07-22 19:08:01
1299,Tile,40,4,16,1.52,2023-07-23 09:50:33
1300,Tile,26,3,24,1.02,2023-07-20 19:16:31
1301,Tile,21,4,30,0.78,2023-07-22 18:03:28
1302,Wood,21,5,31,0.71,2023-07-24 00:30:33
1303,Wood,40,2,15,1.58,2023-07-20 15:20:43
1304,Wood,22,3,24,0.84,2023-07-22 15:10:52
1305,Wood,31,5,28,0.99,2023-07-24 06:47:17
1306,Concrete,24,5,24,0.89,2023-07-24 00:19:37
1307,Carpet,20,4,31,0.82,2023-07-22 22:08:04
1308,Concrete,31,4,16,1.47,2023-07-23 12:40:51
1309,Concrete,31,4,26,1.3,2023-07-21 17:10:52
1310,Wood,31,1,21,1.46,2023-07-21 18:53:31
1311,Tile,28,5,28,1.08,2023-07-22 06:46:09
1312,Tile,32,4,17,1.27,2023-07-23 08:43:17
1313,Wood,25,3,26,1.03,2023-07-24 01:22:21
1314,Carpet,25,5,26,0.89,2023-07-23 05:53:26
1315,Tile,30,2,22,1.31,2023-07-20 19:59:59
1316,Tile,21,2,26,0.89,2023-07-23 21:24:53
1317,Wood,25,5,29,0.74,2023-07-21 16:41:10
1318,Carpet,32,2,19,1.46,2023-07-20 19:25:15
1319,Tile,28,3,18,1.09,2023-07-20 21:31:59
1320,Wood,23,1,22,1.07,2023-07-20 15:06:44
1321,Wood,26,2,25,0.93,2023-07-21 10:57:27
1322,Tile,21,4,30,0.79,2023-07-21 15:08:09
1323,Concrete,21,4,30,0.77,2023-07-22 05:34:58
1324,Tile,20,5,32,0.67,2023-07-20 21:22:51
1325,Concrete,21,5,30,0.79,2023-07-21 06:31:20
1326,Tile,29,4,20,0.77,2023-07-20 12:12:09
1327,Wood,24,2,22,1.23,2023-07-23 07:47:27
1328,Tile,20,4,29,0.71,2023-07-22 15:20:15
1329,Carpet,23,4,26,0.83,2023-07-23 22:16:36
1330,Wood,26,3,30,1.0,2023-07-21 21:16:27
1331,Concrete,22,5,27,0.85,2023-07-22 17:19:16
1332,Wood,31,2,19,1.44,2023-07-23 05:43:27
1333,Concrete,34,5,21,0.79,2023-07-20 10:50:05
1334,Tile,40,5,20,1.22,2023-07-20 15:07:40
1335,Tile,20,4,31,0.69,2023-07-21 06:56:54
1336,Wood,22,3,29,1.03,2023-07-22 06:50:13
1337,Wood,20,4,32,0.69,2023-07-21 06:56:52
1338,Tile,28,3,26,1.3,2023-07-21 19:28:44
1339,Carpet,33,4,24,1.49,2023-07-24 00:46:27
1340,Wood,36,3,27,1.07,2023-07-22 07:48:46
1341,Concrete,38,4,15,1.35,2023-07-22 06:58:57
1342,Tile,26,5,29,0.93,2023-07-23 07:58:14
1343,Wood,20,4,32,0.67,2023-07-20 10:50:26
1344,Carpet,21,5,29,0.77,2023-07-24 05:40:12
1345,Tile,20,4,31,0.67,2023-07-21 02:05:00
1346,Tile,33,2,16,1.42,2023-07-22 09:13:04
1347,Carpet,24,1,20,1.32,2023-07-20 23:44:21
1348,Carpet,31,2,19,1.57,2023-07-23 23:59:23
1349,Concrete,23,2,22,1.46,2023-07-23 18:47:41
1350,Concrete,29,4,21,1.55,2023-07-21 21:06:07
1351,Carpet,21,4,28,0.88,2023-07-23 04:55:36
1352,Concrete,28,3,21,1.47,2023-07-24 00:48:09
1353,Concrete,22,4,28,1.16,2023-07-22 21:35:17
1354,Tile,22,1,24,1.1,2023-07-22 20:17:47
1355,Concrete,21,3,27,0.84,2023-07-20 17:52:44
1356,Wood,21,2,28,0.9,2023-07-21 14:15:37
1357,Tile,22,5,28,0.77,2023-07-23 13:06:47
1358,Wood,40,3,25,1.56,2023-07-23 00:10:47
1359,Wood,29,4,26,0.89,2023-07-23 07:17:42
1360,Tile,20,4,30,0.69,2023-07-20 19:03:37
1361,Concrete,21,4,31,0.89,2023-07-21 20:17:46
1362,Tile,20,3,29,0.77,2023-07-21 17:35:49
1363,Tile,21,4,31,0.75,2023-07-21 19:21:25
1364,Tile,26,1,16,1.45,2023-07-21 03:40:34
1365,Tile,33,1,15,1.54,2023-07-22 08:15:10
1366,Carpet,20,3,31,0.68,2023-07-20 19:55:30
1367,Wood,22,5,30,0.68,2023-07-21 16:06:35
1368,Wood,20,1,29,0.81,2023-07-21 06:26:58
1369,Carpet,36,1,16,1.54,2023-07-20 12:54:02
1370,Wood,27,3,20,0.91,2023-07-22 06:35:26
1371,Wood,31,2,21,1.08,2023-07-21 21:52:32
1372,Tile,27,5,25,0.75,2023-07-21 10:42:29
1373,Tile,21,5,29,0.72,2023-07-23 09:01:17
1374,Carpet,20,2,30,0.94,2023-07-23 04:22:20
1375,Tile,40,1,15,1.58,2023-07-21 12:25:48
1376,Wood,29,4,19,1.07,2023-07-23 16:01:57
1377,Carpet,20,5,32,0.69,2023-07-20 11:25:02
1378,Carpet,25,1,17,1.34,2023-07-23 15:58:34
1379,Tile,26,3,26,0.99,2023-07-20 20:32:58
1380,Tile,24,3,26,0.82,2023-07-21 07:09:50
1381,Carpet,22,1,18,1.57,2023-07-22 19:53:37
1382,Tile,27,5,31,0.73,2023-07-20 20:55:37
1383,Carpet,29,2,18,1.05,2023-07-20 18:54:03
1384,Tile,22,3,31,0.71,2023-07-20 13:13:35
1385,Tile,34,3,16,1.58,2023-07-24 11:15:00
1386,Carpet,35,5,24,0.85,2023-07-21 13:12:25
1387,Concrete,21,5,28,0.82,2023-07-22 08:12:28
1388,Wood,23,5,32,0.68,2023-07-22 05:19:36
1389,Carpet,21,2,20,0.95,2023-07-21 12:32:38
1390,Tile,29,1,17,1.57,2023-07-24 06:11:51
1391,Wood,25,3,22,0.87,2023-07-22 08:55:59
1392,Concrete,36,5,23,0.98,2023-07-22 06:49:30
1393,Tile,26,3,26,1.13,2023-07-23 17:23:21
1394,Carpet,31,4,23,1.27,2023-07-21 03:12:32
1395,Concrete,33,5,31,1.09,2023-07-22 15:54:28
1396,Carpet,23,2,22,1.32,2023-07-21 13:43:03
1397,Concrete,25,3,25,1.33,2023-07-21 21:38:47
1398,Tile,36,3,16,1.52,2023-07-24 11:15:00
1399,Tile,36,1,15,1.56,2023-07-22 18:06:34
1400,Tile,21,4,25,0.75,2023-07-20 21:44:19
1401,Wood,20,1,32,0.67,2023-07-20 11:17:07
1402,Carpet,28,4,27,0.85,2023-07-20 09:49:44
1403,Wood,23,2,25,0.75,2023-07-20 09:41:23
1404,Carpet,27,1,17,1.6,2023-07-24 06:51:42
1405,Wood,29,2,21,1.32,2023-07-20 11:57:56
1406,Carpet,20,5,32,0.67,2023-07-21 22:47:42
1407,Tile,31,5,26,1.09,2023-07-22 21:44:27
1408,Wood,22,1,19,1.11,2023-07-21 14:48:07
1409,Tile,22,4,26,0.69,2023-07-21 05:07:13
1410,Concrete,23,4,26,0.95,2023-07-22 21:39:41
1411,Wood,23,2,24,1.07,2023-07-20 18:11:34
1412,Wood,36,4,26,1.26,2023-07-22 23:35:54
1413,Tile,27,4,22,1.05,2023-07-24 11:15:00
1414,Carpet,33,4,18,1.24,2023-07-21 05:39:16
1415,Tile,20,4,28,0.74,2023-07-21 21:09:08
1416,Carpet,28,5,28,0.86,2023-07-21 03:30:54
1417,Carpet,20,4,32,0.72,2023-07-20 23:44:03
1418,Tile,23,2,20,1.34,2023-07-23 23:01:23
1419,Tile,30,3,21,1.2,2023-07-23 21:14:52
1420,Carpet,23,4,29,0.89,2023-07-23 04:48:49
1421,Tile,21,3,26,0.78,2023-07-22 05:46:20
1422,Tile,22,2,22,1.15,2023-07-23 12:44:50
1423,Tile,32,2,17,1.5,2023-07-21 16:33:42
1424,Carpet,20,4,26,0.74,2023-07-23 05:26:10
1425,Tile,22,4,27,1.08,2023-07-24 00:12:58
1426,Tile,26,3,27,1.39,2023-07-23 07:05:27
1427,Carpet,40,4,19,1.43,2023-07-22 19:24:41
1428,Carpet,21,5,30,0.74,2023-07-23 11:36:55
1429,Wood,20,1,29,0.77,2023-07-21 18:34:16
1430,Carpet,21,2,20,1.05,2023-07-22 08:32:48
1431,Tile,37,2,19,1.29,2023-07-20 20:40:45
1432,Wood,22,2,20,0.87,2023-07-23 15:19:58
1433,Concrete,30,5,23,1.23,2023-07-21 02:57:23
1434,Carpet,23,4,26,0.94,2023-07-21 16:54:37
1435,Wood,25,1,16,1.47,2023-07-22 23:24:34
1436,Carpet,26,2,26,1.19,2023-07-20 22:24:23
1437,Wood,20,5,32,0.83,2023-07-24 11:15:00
1438,Concrete,21,5,31,0.67,2023-07-20 10:22:40
1439,Concrete,24,3,26,1.52,2023-07-21 00:10:46
1440,Tile,40,2,18,1.33,2023-07-20 10:06:58
1441,Carpet,31,3,19,1.2,2023-07-21 06:34:23
1442,Carpet,26,4,26,1.18,2023-07-21 14:30:30
1443,Carpet,26,2,15,1.31,2023-07-20 16:02:45
1444,Wood,32,3,20,0.96,2023-07-22 07:48:09
1445,Tile,23,4,27,0.85,2023-07-22 06:41:13
1446,Wood,21,3,26,0.75,2023-07-23 20:20:53
1447,Wood,26,5,31,0.76,2023-07-23 10:49:45
1448,Tile,20,5,32,0.67,2023-07-23 17:08:57
1449,Carpet,38,2,16,1.59,2023-07-23 03:11:34
1450,Wood,25,1,19,0.84,2023-07-20 10:50:48
1451,Tile,35,3,18,1.23,2023-07-22 08:13:49
1452,Carpet,24,2,16,1.09,2023-07-22 12:36:35
1453,Tile,30,3,24,1.28,2023-07-21 18:23:46
1454,Tile,24,5,29,1.01,2023-07-24 09:35:16
1455,Carpet,22,4,26,0.73,2023-07-20 10:09:07
1456,Wood,25,3,28,0.99,2023-07-22 08:38:45
1457,Wood,21,1,19,1.14,2023-07-23 22:28:03
1458,Tile,26,3,22,1.44,2023-07-24 04:29:08
1459,Wood,23,3,25,0.81,2023-07-23 05:04:45
1460,Concrete,37,5,21,1.36,2023-07-23 02:36:58
1461,Wood,40,1,15,1.6,2023-07-24 11:15:00
1462,Tile,24,2,29,1.48,2023-07-23 05:03:35
1463,Wood,23,2,18,0.96,2023-07-23 20:17:10
1464,Tile,25,2,21,1.26,2023-07-21 20:02:03
1465,Carpet,23,3,29,1.03,2023-07-22 02:49:28
1466,Carpet,37,3,17,1.54,2023-07-23 07:22:40
1467,Concrete,24,4,25,1.01,2023-07-23 11:46:26
1468,Tile,21,2,23,0.89,2023-07-21 14:42:35
1469,Carpet,22,5,30,0.73,2023-07-21 03:22:00
1470,Concrete,27,5,27,0.92,2023-07-22 05:49:31
1471,Tile,36,5,20,1.25,2023-07-24 11:15:00
1472,Wood,40,1,15,1.58,2023-07-20 10:52:55
1473,Wood,26,1,21,0.94,2023-07-20 09:34:44
1474,Concrete,36,1,15,1.46,2023-07-20 17:01:03
1475,Tile,26,3,21,1.24,2023-07-22 07:40:16
1476,Tile,37,1,15,1.6,2023-07-23 08:59:56
1477,Carpet,23,2,20,1.37,2023-07-21 15:36:23
1478,Tile,26,2,19,1.35,2023-07-21 13:46:54
1479,Carpet,28,1,16,1.54,2023-07-21 18:17:37
1480,Wood,20,2,29,0.69,2023-07-22 02:07:33
1481,Concrete,23,4,23,1.31,2023-07-22 07:35:22
1482,Concrete,40,4,17,1.53,2023-07-23 07:01:54
1483,Carpet,23,5,29,0.91,2023-07-23 08:21:55
1484,Carpet,25,3,26,1.23,2023-07-21 04:15:08
1485,Wood,20,4,30,0.69,2023-07-22 13:12:18
1486,Tile,27,2,19,1.16,2023-07-22 20:34:41
1487,Tile,21,2,23,1.1,2023-07-23 03:06:59
1488,Concrete,36,2,17,1.58,2023-07-22 05:12:30
1489,Carpet,24,4,26,1.22,2023-07-23 18:33:32
1490,Carpet,24,3,23,0.88,2023-07-20 09:35:33
1491,Wood,33,4,29,1.12,2023-07-23 10:00:30
1492,Tile,21,5,31,0.68,2023-07-22 20:33:22
1493,Tile,23,4,28,1.14,2023-07-23 20:15:42
1494,Wood,39,4,26,1.19,2023-07-22 11:57:37
1495,Tile,20,5,31,0.73,2023-07-24 00:47:30
1496,Tile,27,5,31,0.83,2023-07-22 20:56:16
1497,Tile,38,2,16,1.52,2023-07-22 08:17:19
1498,Wood,39,2,16,1.54,2023-07-23 17:40:54
1499,Wood,37,5,22,1.21,2023-07-24 05:51:11
1500,Tile,30,2,18,1.46,2023-07-22 09:45:36
1501,Carpet,23,4,24,0.9,2023-07-22 01:20:22
1502,Tile,22,3,24,1.06,2023-07-24 11:15:00
1503,Tile,34,2,16,1.42,2023-07-20 22:32:36
1504,Tile,24,2,23,1.12,2023-07-22 06:36:16
1505,Carpet,37,5,19,1.43,2023-07-23 08:39:25
1506,Wood,33,2,20,0.92,2023-07-20 19:45:50
1507,Carpet,30,5,27,0.7,2023-07-21 02:23:52
1508,Tile,20,3,27,0.76,2023-07-22 01:12:08
1509,Carpet,20,4,32,0.69,2023-07-20 09:48:33
1510,Wood,28,2,16,1.15,2023-07-21 20:36:42
1511,Tile,21,3,30,0.75,2023-07-21 01:39:16
1512,Tile,32,3,19,0.95,2023-07-20 11:28:45
1513,Carpet,35,2,16,1.41,2023-07-20 14:34:55
1514,Carpet,37,4,23,1.18,2023-07-22 00:48:42
1515,Wood,20,4,30,0.69,2023-07-22 07:29:08
1516,Wood,39,2,17,1.28,2023-07-20 11:01:50
1517,Wood,30,4,27,0.83,2023-07-20 16:10:26
1518,Wood,23,5,30,0.75,2023-07-22 14:25:19
1519,Tile,22,2,23,0.83,2023-07-21 23:37:53
1520,Tile,35,2,19,1.54,2023-07-23 16:42:08
1521,Wood,20,4,29,0.68,2023-07-21 01:48:48
1522,Concrete,23,2,20,1.56,2023-07-24 08:38:19
1523,Wood,20,1,22,0.82,2023-07-23 10:24:34
1524,Wood,33,2,22,0.76,2023-07-20 18:53:41
1525,Carpet,23,2,19,0.91,2023-07-20 10:25:50
1526,Wood,26,3,27,1.12,2023-07-22 22:41:25
1527,Tile,38,4,18,1.28,2023-07-22 09:58:21
1528,Tile,33,4,22,1.44,2023-07-24 07:02:48
1529,Wood,23,2,25,0.87,2023-07-20 20:22:48
1530,Concrete,21,4,30,0.74,2023-07-20 11:46:43
1531,Wood,22,5,29,0.7,2023-07-20 18:13:33
1532,Wood,28,4,25,0.97,2023-07-23 04:49:01
1533,Concrete,26,2,16,1.43,2023-07-24 05:06:41
1534,Wood,21,4,30,0.68,2023-07-22 17:17:31
1535,Carpet,24,4,24,0.89,2023-07-21 03:52:52
1536,Carpet,25,5,29,0.73,2023-07-22 12:49:06
1537,Tile,20,5,32,0.68,2023-07-24 03:40:09
1538,Tile,27,5,30,0.84,2023-07-23 18:20:12
1539,Wood,21,3,30,0.72,2023-07-23 04:10:55
1540,Wood,40,2,15,1.51,2023-07-21 13:19:23
1541,Concrete,23,4,21,0.82,2023-07-23 05:06:14
1542,Tile,26,2,17,1.36,2023-07-23 22:09:58
1543,Wood,26,1,22,1.48,2023-07-21 06:34:00
1544,Wood,20,2,31,0.67,2023-07-20 18:56:31
1545,Tile,22,5,31,0.71,2023-07-21 04:52:47
1546,Carpet,39,5,18,1.27,2023-07-21 11:29:25
1547,Carpet,32,2,17,1.34,2023-07-20 16:39:25
1548,Wood,25,2,23,1.05,2023-07-23 21:42:32
1549,Tile,40,4,22,1.54,2023-07-22 21:24:27
1550,Wood,20,4,32,0.67,2023-07-22 15:30:16
1551,Wood,34,1,15,1.55,2023-07-23 02:49:13
1552,Concrete,34,3,23,1.52,2023-07-23 14:11:55
1553,Tile,40,3,15,1.51,2023-07-23 22:10:15
1554,Carpet,33,3,19,1.58,2023-07-24 11:15:00
1555,Tile,23,4,32,1.09,2023-07-20 23:10:26
1556,Concrete,20,3,25,1.19,2023-07-22 05:34:32
1557,Concrete,23,5,28,0.99,2023-07-22 17:12:29
1558,Concrete,40,5,18,1.18,2023-07-20 15:51:56
1559,Tile,32,1,21,1.45,2023-07-20 15:21:28
1560,Wood,34,5,31,0.98,2023-07-22 02:03:57
1561,Wood,28,4,19,1.36,2023-07-23 11:41:00
1562,Tile,23,2,24,1.11,2023-07-20 11:42:44
1563,Carpet,30,3,22,0.97,2023-07-21 06:04:18
1564,Carpet,20,5,32,0.68,2023-07-22 05:23:44
1565,Tile,21,5,31,0.71,2023-07-23 00:56:38
1566,Tile,20,3,27,0.77,2023-07-21 03:22:31
1567,Tile,22,2,19,1.11,2023-07-21 05:10:48
1568,Tile,22,2,21,0.84,2023-07-20 18:11:46
1569,Wood,21,2,29,0.94,2023-07-22 14:55:00
1570,Carpet,40,2,17,1.59,2023-07-21 14:30:25
1571,Wood,29,3,22,0.95,2023-07-21 01:29:46
1572,Wood,29,5,29,0.91,2023-07-23 01:47:47
1573,Concrete,20,5,31,0.75,2023-07-22 10:02:47
1574,Carpet,20,5,32,0.67,2023-07-23 07:55:55
1575,Concrete,26,3,20,0.87,2023-07-20 10:01:16
1576,Tile,30,5,28,1.05,2023-07-24 11:03:50
1577,Concrete,32,2,15,1.47,2023-07-22 22:21:08
1578,Tile,21,3,26,0.84,2023-07-20 16:52:33
1579,Tile,26,4,29,0.76,2023-07-20 18:39:35
1580,Concrete,31,4,23,1.44,2023-07-20 22:38:59
1581,Tile,26,5,29,0.74,2023-07-20 19:04:57
1582,Carpet,20,4,32,0.69,2023-07-21 14:04:36
1583,Carpet,24,4,24,0.85,2023-07-22 21:40:34
1584,Concrete,23,4,28,0.85,2023-07-21 20:49:20
1585,Tile,23,2,28,0.76,2023-07-20 11:02:21
1586,Concrete,20,5,32,0.76,2023-07-23 18:39:15
1587,Wood,31,2,18,1.28,2023-07-23 13:18:07
1588,Carpet,23,1,16,1.22,2023-07-20 18:06:29
1589,Concrete,21,4,28,0.72,2023-07-20 17:36:27
1590,Concrete,34,2,18,1.39,2023-07-20 10:26:37
1591,Wood,23,3,30,0.73,2023-07-21 18:58:47
1592,Tile,21,4,29,0.77,2023-07-21 17:58:15
1593,Tile,20,3,30,0.88,2023-07-24 09:48:04
1594,Carpet,26,5,26,0.84,2023-07-22 09:33:43
1595,Wood,22,4,30,0.76,2023-07-20 10:14:02
1596,Wood,28,4,28,0.89,2023-07-22 13:12:05
1597,Concrete,21,1,26,1.24,2023-07-20 18:11:40
1598,Wood,32,4,27,1.16,2023-07-22 06:00:41
1599,Tile,31,3,22,1.25,2023-07-22 16:28:53
